"new_word","sid","sid_text","tid","CodeType","Code"
"and",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",7,"",""
"using",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",8,"",""
"an",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",9,"",""
"existing",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",10,"",""
"user",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",11,"",""
"interaction",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",12,"",""
"channel",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",13,"",""
"may",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",14,"",""
"want",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",15,"",""
"to",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",16,"",""
"keep",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",17,"",""
"those",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",18,"",""
"resources",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",19,"",""
"around",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",20,"",""
"until",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",21,"",""
"they",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",22,"",""
"feel",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",23,"",""
"they",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",24,"",""
"have",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",25,"",""
"transitioned",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",26,"",""
"to",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",27,"",""
"the",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",28,"",""
"asf",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",29,"",""
"successfully",210,"ROOT a podling that is already established and using an existing user interaction channel may want to keep those resources around until they feel they have transitioned to the asf successfully .",30,"",""
"you",211,"ROOT you will want to discuss this on your existing development lists .",1,"",""
"will",211,"ROOT you will want to discuss this on your existing development lists .",2,"",""
"want",211,"ROOT you will want to discuss this on your existing development lists .",3,"",""
"to",211,"ROOT you will want to discuss this on your existing development lists .",4,"",""
"discuss",211,"ROOT you will want to discuss this on your existing development lists .",5,"",""
"this",211,"ROOT you will want to discuss this on your existing development lists .",6,"",""
"on",211,"ROOT you will want to discuss this on your existing development lists .",7,"",""
"your",211,"ROOT you will want to discuss this on your existing development lists .",8,"",""
"existing",211,"ROOT you will want to discuss this on your existing development lists .",9,"",""
"development",211,"ROOT you will want to discuss this on your existing development lists .",10,"",""
"lists",211,"ROOT you will want to discuss this on your existing development lists .",11,"",""
"mailing",212,"ROOT mailing lists creation is a task for the infrastructure team .",1,"",""
"lists",212,"ROOT mailing lists creation is a task for the infrastructure team .",2,"",""
"creation",212,"ROOT mailing lists creation is a task for the infrastructure team .",3,"",""
"is",212,"ROOT mailing lists creation is a task for the infrastructure team .",4,"",""
"a",212,"ROOT mailing lists creation is a task for the infrastructure team .",5,"",""
"task",212,"ROOT mailing lists creation is a task for the infrastructure team .",6,"",""
"for",212,"ROOT mailing lists creation is a task for the infrastructure team .",7,"",""
"the",212,"ROOT mailing lists creation is a task for the infrastructure team .",8,"",""
"infrastructure",212,"ROOT mailing lists creation is a task for the infrastructure team .",9,"",""
"team",212,"ROOT mailing lists creation is a task for the infrastructure team .",10,"",""
"prospective",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",1,"",""
"committers",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",2,"",""
"and",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",3,"",""
"mentors",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",4,"",""
"will",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",5,"",""
"need",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",6,"",""
"to",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",7,"",""
"subscribe",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",8,"",""
"email",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",10,"",""
"them",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",11,"",""
"once",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",12,"",""
"the",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",13,"",""
"status",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",14,"",""
"file",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",15,"",""
"has",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",16,"",""
"been",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",17,"",""
"updated",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",18,"",""
"inform",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",20,"",""
"any",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",21,"",""
"existing",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",22,"",""
"mailing",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",23,"",""
"lists",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",24,"",""
"or",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",25,"",""
"forums",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",26,"",""
"previously",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",27,"",""
"used",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",28,"",""
"by",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",29,"",""
"the",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",30,"",""
"project",213,"ROOT prospective committers and mentors will need to subscribe . email them once the status file has been updated . inform any existing mailing lists or forums previously used by the project .",31,"",""
"once",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",1,"",""
"the",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",2,"",""
"commits",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",3,"",""
"list",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",4,"",""
"is",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",5,"",""
"created",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",6,"",""
"the",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",8,"",""
"project",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",9,"",""
"must",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",10,"",""
"review",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",11,"",""
"the",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",12,"",""
"incubator",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",14,"",""
"podling",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",18,"",""
"tree",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",20,"",""
"since",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",22,"",""
"any",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",23,"",""
"commits",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",24,"",""
"made",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",25,"",""
"prior",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",26,"",""
"to",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",27,"",""
"the",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",28,"",""
"list",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",29,"",""
"'s",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",30,"",""
"creation",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",31,"",""
"will",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",32,"",""
"have",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",33,"",""
"generated",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",34,"",""
"no",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",35,"",""
"email",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",36,"",""
"trail",214,"ROOT once the commits list is created , the project must review the / incubator / $ { podling } tree , since any commits made prior to the list 's creation will have generated no email trail .",37,"",""
"apache",215,"ROOT apache uses ezmlm .",1,"",""
"uses",215,"ROOT apache uses ezmlm .",2,"",""
"ezmlm",215,"ROOT apache uses ezmlm .",3,"",""
"independent",216,"ROOT independent mailing lists and groups are perfectly acceptable but development should happen on the official mailing lists at apache .",1,"",""
"mailing",216,"ROOT independent mailing lists and groups are perfectly acceptable but development should happen on the official mailing lists at apache .",2,"",""
"lists",216,"ROOT independent mailing lists and groups are perfectly acceptable but development should happen on the official mailing lists at apache .",3,"",""
"and",216,"ROOT independent mailing lists and groups are perfectly acceptable but development should happen on the official mailing lists at apache .",4,"",""
"groups",216,"ROOT independent mailing lists and groups are perfectly acceptable but development should happen on the official mailing lists at apache .",5,"",""
"are",216,"ROOT independent mailing lists and groups are perfectly acceptable but development should happen on the official mailing lists at apache .",6,"",""
"perfectly",216,"ROOT independent mailing lists and groups are perfectly acceptable but development should happen on the official mailing lists at apache .",7,"",""
"acceptable",216,"ROOT independent mailing lists and groups are perfectly acceptable but development should happen on the official mailing lists at apache .",8,"",""
"but",216,"ROOT independent mailing lists and groups are perfectly acceptable but development should happen on the official mailing lists at apache .",9,"",""
"development",216,"ROOT independent mailing lists and groups are perfectly acceptable but development should happen on the official mailing lists at apache .",10,"",""
"should",216,"ROOT independent mailing lists and groups are perfectly acceptable but development should happen on the official mailing lists at apache .",11,"",""
"happen",216,"ROOT independent mailing lists and groups are perfectly acceptable but development should happen on the official mailing lists at apache .",12,"",""
"on",216,"ROOT independent mailing lists and groups are perfectly acceptable but development should happen on the official mailing lists at apache .",13,"",""
"the",216,"ROOT independent mailing lists and groups are perfectly acceptable but development should happen on the official mailing lists at apache .",14,"",""
"official",216,"ROOT independent mailing lists and groups are perfectly acceptable but development should happen on the official mailing lists at apache .",15,"",""
"mailing",216,"ROOT independent mailing lists and groups are perfectly acceptable but development should happen on the official mailing lists at apache .",16,"",""
"lists",216,"ROOT independent mailing lists and groups are perfectly acceptable but development should happen on the official mailing lists at apache .",17,"",""
"at",216,"ROOT independent mailing lists and groups are perfectly acceptable but development should happen on the official mailing lists at apache .",18,"",""
"apache",216,"ROOT independent mailing lists and groups are perfectly acceptable but development should happen on the official mailing lists at apache .",19,"",""
"if",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",1,"",""
"a",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",2,"",""
"project",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",3,"",""
"has",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",4,"",""
"existing",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",5,"",""
"mailing",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",6,"",""
"lists",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",7,"",""
"forums",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",9,"",""
"or",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",10,"",""
"groups",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",11,"",""
"the",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",12,"",""
"community",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",13,"",""
"needs",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",14,"",""
"to",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",15,"",""
"consider",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",16,"",""
"their",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",17,"",""
"future",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",18,"",""
"and",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",19,"",""
"plan",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",20,"",""
"for",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",21,"",""
"the",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",22,"",""
"transition",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",23,"",""
"to",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",24,"",""
"the",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",25,"",""
"official",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",26,"",""
"apache",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",27,"",""
"mailing",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",28,"",""
"lists",217,"ROOT if a project has existing mailing lists , forums or groups the community needs to consider their future and plan for the transition to the official apache mailing lists .",29,"",""
"it",218,"ROOT it may be useful to move development first to the official lists followed gradually by the user resources .",1,"",""
"may",218,"ROOT it may be useful to move development first to the official lists followed gradually by the user resources .",2,"",""
"be",218,"ROOT it may be useful to move development first to the official lists followed gradually by the user resources .",3,"",""
"useful",218,"ROOT it may be useful to move development first to the official lists followed gradually by the user resources .",4,"",""
"to",218,"ROOT it may be useful to move development first to the official lists followed gradually by the user resources .",5,"",""
"move",218,"ROOT it may be useful to move development first to the official lists followed gradually by the user resources .",6,"",""
"development",218,"ROOT it may be useful to move development first to the official lists followed gradually by the user resources .",7,"",""
"first",218,"ROOT it may be useful to move development first to the official lists followed gradually by the user resources .",8,"",""
"to",218,"ROOT it may be useful to move development first to the official lists followed gradually by the user resources .",9,"",""
"the",218,"ROOT it may be useful to move development first to the official lists followed gradually by the user resources .",10,"",""
"official",218,"ROOT it may be useful to move development first to the official lists followed gradually by the user resources .",11,"",""
"lists",218,"ROOT it may be useful to move development first to the official lists followed gradually by the user resources .",12,"",""
"followed",218,"ROOT it may be useful to move development first to the official lists followed gradually by the user resources .",13,"",""
"gradually",218,"ROOT it may be useful to move development first to the official lists followed gradually by the user resources .",14,"",""
"by",218,"ROOT it may be useful to move development first to the official lists followed gradually by the user resources .",15,"",""
"the",218,"ROOT it may be useful to move development first to the official lists followed gradually by the user resources .",16,"",""
"user",218,"ROOT it may be useful to move development first to the official lists followed gradually by the user resources .",17,"",""
"resources",218,"ROOT it may be useful to move development first to the official lists followed gradually by the user resources .",18,"",""
"note",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",1,"",""
"that",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",2,"",""
"subscribers",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",3,"",""
"of",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",4,"",""
"external",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",5,"",""
"mailing",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",6,"",""
"lists",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",7,"",""
"will",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",8,"",""
"not",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",9,"",""
"be",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",10,"",""
"automatically",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",11,"",""
"subscribed",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",12,"",""
"to",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",13,"",""
"the",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",14,"",""
"new",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",15,"",""
"incubator",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",16,"",""
"project",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",17,"",""
"mailing",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",18,"",""
"lists",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",19,"",""
"instead",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",21,"",""
"a",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",23,"",""
"note",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",24,"",""
"should",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",25,"",""
"be",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",26,"",""
"posted",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",27,"",""
"to",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",28,"",""
"the",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",29,"",""
"old",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",30,"",""
"external",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",31,"",""
"mailing",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",32,"",""
"list",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",33,"",""
"asking",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",34,"",""
"them",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",35,"",""
"to",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",36,"",""
"subscribe",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",37,"",""
"to",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",38,"",""
"the",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",39,"",""
"new",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",40,"",""
"list",219,"ROOT note that subscribers of external mailing lists will not be automatically subscribed to the new incubator project mailing lists . instead , a note should be posted to the old external mailing list asking them to subscribe to the new list .",41,"",""
"mentors",220,"ROOT mentors must be on the ipmc .",1,"",""
"must",220,"ROOT mentors must be on the ipmc .",2,"",""
"be",220,"ROOT mentors must be on the ipmc .",3,"",""
"on",220,"ROOT mentors must be on the ipmc .",4,"",""
"the",220,"ROOT mentors must be on the ipmc .",5,"",""
"ipmc",220,"ROOT mentors must be on the ipmc .",6,"",""
"this",221,"ROOT this should be checked prior to beginning incubation .",1,"",""
"should",221,"ROOT this should be checked prior to beginning incubation .",2,"",""
"be",221,"ROOT this should be checked prior to beginning incubation .",3,"",""
"checked",221,"ROOT this should be checked prior to beginning incubation .",4,"",""
"prior",221,"ROOT this should be checked prior to beginning incubation .",5,"",""
"to",221,"ROOT this should be checked prior to beginning incubation .",6,"",""
"beginning",221,"ROOT this should be checked prior to beginning incubation .",7,"",""
"incubation",221,"ROOT this should be checked prior to beginning incubation .",8,"",""
"any",222,"ROOT any prospective mentors who are not yet on the ipmc should ask to be added ( by election ) .",1,"",""
"prospective",222,"ROOT any prospective mentors who are not yet on the ipmc should ask to be added ( by election ) .",2,"",""
"mentors",222,"ROOT any prospective mentors who are not yet on the ipmc should ask to be added ( by election ) .",3,"",""
"who",222,"ROOT any prospective mentors who are not yet on the ipmc should ask to be added ( by election ) .",4,"",""
"are",222,"ROOT any prospective mentors who are not yet on the ipmc should ask to be added ( by election ) .",5,"",""
"not",222,"ROOT any prospective mentors who are not yet on the ipmc should ask to be added ( by election ) .",6,"",""
"yet",222,"ROOT any prospective mentors who are not yet on the ipmc should ask to be added ( by election ) .",7,"",""
"on",222,"ROOT any prospective mentors who are not yet on the ipmc should ask to be added ( by election ) .",8,"",""
"the",222,"ROOT any prospective mentors who are not yet on the ipmc should ask to be added ( by election ) .",9,"",""
"ipmc",222,"ROOT any prospective mentors who are not yet on the ipmc should ask to be added ( by election ) .",10,"",""
